ID,MONTHS_BALANCE,STATUS
5033856,-28,0
5033856,-29,0
5033856,-30,0
5033856,-31,0
5033856,-32,0
5033857,0,C
5033857,-1,C
5033857,-2,C
5033857,-3,C
5033857,-4,C
5033857,-5,C
5033857,-6,C
5033857,-7,C
5033857,-8,C
5033857,-9,C
5033857,-10,C
5033857,-11,C
5033857,-12,0
5033857,-13,0
5033857,-14,X
5033857,-15,X
5033857,-16,X
5033857,-17,X
5033857,-18,X
5033857,-19,X
5033857,-20,X
5033857,-21,X
5033857,-22,X
5033857,-23,0
5033857,-24,0
5033857,-25,0
5033857,-26,0
5033857,-27,0
5033857,-28,0
5033857,-29,X
5033857,-30,0
5033857,-31,0
5033857,-32,X
5033857,-33,0
5033857,-34,0
5033858,-9,C
5033858,-10,C
5033858,-11,C
5033858,-12,C
5033858,-13,C
5033858,-14,C
5033858,-15,C
5033858,-16,C
5033858,-17,C
5033858,-18,C
5033858,-19,C
5033858,-20,C
5033858,-21,C
5033858,-22,C
5033858,-23,C
5033858,-24,C
5033858,-25,C
5033858,-26,C
5033858,-27,C
5033858,-28,C
5033858,-29,C
5033858,-30,C
5033858,-31,C
5033858,-32,0
5033858,-33,0
5033858,-34,0
5033859,0,0
5033859,-1,0
5033859,-2,X
5033859,-3,X
5033859,-4,X
5033859,-5,0
5033859,-6,0
5033859,-7,X
5033860,-41,0
5033860,-42,X
5033860,-43,0
5033860,-44,0
5033860,-45,X
5033860,-46,X
5033860,-47,X
5033860,-48,0
5033860,-49,0
5033860,-50,X
5033861,-33,X
5033861,-34,0
5033861,-35,X
5033861,-36,0
5033861,-37,0
5033861,-38,0
5033861,-39,0
5033862,0,X
5033862,-1,X
5033862,-2,X
5033862,-3,X
5033862,-4,X
5033862,-5,X
5033862,-6,X
5033862,-7,X
5033862,-8,X
5033862,-9,X
5033862,-10,X
5033862,-11,X
5033862,-12,X
5033862,-13,X
5033862,-14,X
5033862,-15,X
5033862,-16,X
5033862,-17,X
5033862,-18,X
5033863,0,0
5033863,-1,0
5033863,-2,0
5033863,-3,0
5033863,-4,0
5033863,-5,0
5033863,-6,0
5033863,-7,0
5033863,-8,0
5033865,0,C
5033865,-1,C
5033865,-2,C
5033865,-3,C
5033865,-4,C
5033865,-5,C
5033865,-6,C
5033865,-7,C
5033865,-8,C
5033865,-9,C
5033865,-10,C
5033865,-11,C
5033865,-12,C
5033865,-13,C
5033865,-14,C
5033865,-15,C
5033865,-16,C
5033865,-17,C
5033865,-18,C
5033865,-19,C
5033865,-20,C
5033865,-21,C
5033865,-22,C
5033865,-23,C
5033865,-24,C
5033865,-25,C
5033865,-26,C
5033865,-27,C
5033865,-28,C
5033865,-29,C
5033865,-30,C
5033865,-31,C
5033865,-32,C
5033865,-33,0
5033865,-34,0
5033865,-35,0
5033865,-36,0
5033865,-37,0
5033865,-38,0
5033865,-39,0
5033865,-40,0
5033865,-41,0
5033866,0,0
5033866,-1,0
5033866,-2,0
5033866,-3,0
5033866,-4,0
5033866,-5,0
5033866,-6,0
5033866,-7,0
5033866,-8,0
5033868,-7,C
5033868,-8,C
5033868,-9,C
5033868,-10,C
5033868,-11,C
5033868,-12,C
5033868,-13,C
5033868,-14,C
5033868,-15,C
5033868,-16,C
5033868,-17,C
5033868,-18,C
5033868,-19,C
5033868,-20,C
5033868,-21,C
5033868,-22,C
5033868,-23,C
5033868,-24,0
5033868,-25,0
5033868,-26,0
5033868,-27,0
5033868,-28,0
5033869,0,0
5033869,-1,0
5033869,-2,0
5033869,-3,0
5033869,-4,0
5033869,-5,0
5033869,-6,0
5033869,-7,0
5033869,-8,0
5033869,-9,0
5033869,-10,0
5033869,-11,0
5033870,0,0
5033870,-1,0
5033870,-2,0
5033870,-3,0
5033870,-4,0
5033871,0,X
5033871,-1,X
5033871,-2,X
5033871,-3,X
5033871,-4,X
5033871,-5,X
5033871,-6,X
5033871,-7,X
5033871,-8,X
5033871,-9,X
5033871,-10,X
5033871,-11,X
5033871,-12,X
5033871,-13,X
5033871,-14,X
5033871,-15,X
5033871,-16,X
5033871,-17,X
5033871,-18,0
5033871,-19,0
5033873,0,C
5033873,-1,C
5033873,-2,C
5033873,-3,C
5033873,-4,C
5033873,-5,C
5033873,-6,C
5033873,-7,C
5033873,-8,C
5033873,-9,C
5033873,-10,C
5033873,-11,C
5033873,-12,C
5033873,-13,C
5033873,-14,C
5033873,-15,C
5033873,-16,C
5033873,-17,C
5033873,-18,C
5033873,-19,C
5033873,-20,C
5033873,-21,C
5033873,-22,C
5033873,-23,C
5033873,-24,C
5033873,-25,C
5033873,-26,C
5033873,-27,C
5033873,-28,C
5033873,-29,C
5033873,-30,C
5033873,-31,C
5033873,-32,C
5033873,-33,C
5033873,-34,C
5033873,-35,C
5033873,-36,C
5033873,-37,C
5033873,-38,C
5033873,-39,0
5033873,-40,0
5033873,-41,0
5033873,-42,0
5033873,-43,0
5033873,-44,0
5033873,-45,0
5033874,0,C
5033874,-1,C
5033874,-2,C
5033874,-3,C
5033874,-4,C
5033874,-5,C
5033874,-6,C
5033874,-7,C
5033874,-8,C
5033874,-9,C
5033874,-10,C
5033874,-11,C
5033874,-12,C
5033874,-13,C
5033874,-14,C
5033874,-15,C
5033874,-16,C
5033874,-17,C
5033874,-18,C
5033874,-19,C
5033874,-20,C
5033874,-21,C
5033874,-22,C
5033874,-23,C
5033874,-24,C
5033874,-25,C
5033874,-26,0
5033874,-27,0
5033874,-28,0
5033874,-29,X
5033877,-28,0
5033877,-29,0
5033877,-30,X
5033877,-31,X
5033877,-32,0
5033877,-33,0
5033877,-34,X
5033877,-35,0
5033877,-36,X
5033877,-37,0
5033877,-38,0
5033877,-39,X
5033877,-40,0
5033877,-41,0
5033877,-42,X
5033877,-43,X
5033877,-44,0
5033877,-45,X
5033877,-46,X
5033877,-47,X
5033877,-48,0
5033877,-49,X
5033877,-50,X
5033877,-51,0
5033877,-52,X
5033877,-53,0
5033877,-54,0
5033877,-55,0
5033877,-56,0
5033878,0,X
5033878,-1,X
5033878,-2,X
5033878,-3,X
5033878,-4,X
5033878,-5,X
5033878,-6,X
5033878,-7,X
5033878,-8,X
5033878,-9,X
5033878,-10,X
5033878,-11,X
5033878,-12,X
5033878,-13,X
5033878,-14,X
5033878,-15,X
5033878,-16,X
5033878,-17,X
5033878,-18,X
5033878,-19,X
5033878,-20,X
5033878,-21,X
5033878,-22,X
5033878,-23,X
5033878,-24,X
5033878,-25,X
5033878,-26,X
5033878,-27,X
5033878,-28,X
5033878,-29,X
5033878,-30,X
5033878,-31,X
5033878,-32,X
5033878,-33,X
5033878,-34,X
5033878,-35,X
5033878,-36,X
5033878,-37,X
5033878,-38,X
5033878,-39,X
5033878,-40,X
5033879,0,X
5033879,-1,X
5033879,-2,X
5033879,-3,X
5033879,-4,X
5033879,-5,X
5033879,-6,X
5033879,-7,X
5033879,-8,X
5033879,-9,X
5033879,-10,X
5033879,-11,X
5033879,-12,X
5033879,-13,X
5033879,-14,X
5033879,-15,X
5033879,-16,X
5033879,-17,X
5033879,-18,X
5033879,-19,X
5033879,-20,X
5033879,-21,X
5033879,-22,X
5033879,-23,X
5033879,-24,X
5033879,-25,X
5033879,-26,X
5033880,0,0
5033880,-1,0
5033880,-2,0
5033880,-3,0
5033880,-4,0
5033880,-5,0
5033880,-6,0
5033880,-7,0
5033880,-8,0
5033880,-9,0
5033880,-10,0
5033880,-11,0
5033881,-4,C
5033881,-5,C
5033881,-6,C
5033881,-7,C
5033881,-8,C
5033881,-9,0
5033881,-10,0
5033881,-11,0
5033882,0,C
5033882,-1,C
5033882,-2,C
5033882,-3,C
5033882,-4,0
5033882,-5,0
5033882,-6,0
5033882,-7,0
5033883,-4,0
5033883,-5,0
5033883,-6,0
5033883,-7,0
5033883,-8,0
5033883,-9,0
5033883,-10,X
5033883,-11,X
5033884,-6,C
5033884,-7,C
5033884,-8,C
5033884,-9,C
5033884,-10,C
5033884,-11,C
5033884,-12,C
5033884,-13,C
5033884,-14,C
5033884,-15,C
5033884,-16,0
5033884,-17,0
5033884,-18,0
5033884,-19,0
5033884,-20,0
5033884,-21,X
5033885,0,C
5033885,-1,X
5033885,-2,X
5033885,-3,X
5033885,-4,X
5033885,-5,X
5033885,-6,0
5033885,-7,X
5033885,-8,X
5033885,-9,X
5033885,-10,0
5033885,-11,X
5033886,0,1
5033886,-1,1
5033886,-2,1
5033886,-3,1
5033886,-4,0
5033886,-5,1
5033886,-6,1
5033886,-7,0
5033886,-8,0
5033886,-9,X
5033887,0,C
5033887,-1,C
5033887,-2,C
5033887,-3,C
5033887,-4,C
5033887,-5,C
5033887,-6,C
5033887,-7,C
5033887,-8,C
5033887,-9,C
5033887,-10,C
5033887,-11,C
5033887,-12,C
5033887,-13,C
5033887,-14,X
5033887,-15,X
5033887,-16,X
5033887,-17,X
5033887,-18,X
5033887,-19,X
5033887,-20,X
5033887,-21,X
5033887,-22,X
5033887,-23,X
5033887,-24,X
5033887,-25,X
5033887,-26,X
5033887,-27,X
5033887,-28,X
5033887,-29,X
5033887,-30,X
5033887,-31,X
5033887,-32,X
5033887,-33,X
5033887,-34,X
5033887,-35,X
5033887,-36,X
5033887,-37,X
5033887,-38,X
5033887,-39,X
5033887,-40,X
5033887,-41,X
5033887,-42,X
5033887,-43,X
5033887,-44,X
5033887,-45,X
5033887,-46,X
5033887,-47,X
5033887,-48,X
5033888,-16,0
5033888,-17,0
5033888,-18,0
5033888,-19,0
5033888,-20,0
5033888,-21,0
5033888,-22,0
5033889,0,C
5033889,-1,C
5033889,-2,X
5033889,-3,X
5033889,-4,X
5033889,-5,X
5033889,-6,X
5033889,-7,X
5033889,-8,X
5033889,-9,X
5033889,-10,X
5033889,-11,X
5033889,-12,X
5033889,-13,X
5033890,0,0
5033890,-1,0
5033890,-2,0
5033890,-3,0
5033890,-4,X
5033892,0,C
5033892,-1,C
5033892,-2,C
5033892,-3,C
5033892,-4,C
5033892,-5,C
5033892,-6,C
5033892,-7,C
5033892,-8,0
5033893,0,C
5033893,-1,C
5033893,-2,C
5033893,-3,C
5033893,-4,C
5033893,-5,C
5033893,-6,C
5033893,-7,C
5033893,-8,C
5033893,-9,C
5033893,-10,C
5033893,-11,C
5033893,-12,C
5033893,-13,C
5033893,-14,C
5033893,-15,C
5033893,-16,C
5033893,-17,C
5033893,-18,C
5033893,-19,C
5033893,-20,C
5033893,-21,C
5033893,-22,C
5033893,-23,C
5033893,-24,C
5033893,-25,C
5033893,-26,C
5033893,-27,C
5033893,-28,C
5033893,-29,C
5033893,-30,C
5033893,-31,C
5033893,-32,C
5033893,-33,C
5033893,-34,C
5033893,-35,C
5033893,-36,C
5033893,-37,C
5033893,-38,C
5033893,-39,C
5033893,-40,C
5033893,-41,C
5033893,-42,C
5033893,-43,X
5033893,-44,X
5033893,-45,X
5033893,-46,X
5033893,-47,X
5033893,-48,X
5033893,-49,X
5033893,-50,X
5033893,-51,X
5033893,-52,X
5033893,-53,X
5033893,-54,X
5033893,-55,X
5033893,-56,X
5033893,-57,X
5033893,-58,X
5033893,-59,X
5033893,-60,X
5033894,0,X
5033894,-1,X
5033894,-2,X
5033894,-3,X
5033894,-4,X
5033894,-5,X
5033894,-6,X
5033894,-7,X
5033894,-8,X
5033894,-9,X
5033894,-10,X
5033894,-11,X
5033894,-12,X
5033894,-13,X
5033894,-14,X
5033894,-15,X
5033894,-16,X
5033894,-17,X
5033895,0,C
5033895,-1,C
5033895,-2,C
5033895,-3,C
5033895,-4,C
5033895,-5,C
5033895,-6,C
5033895,-7,C
5033895,-8,C
5033895,-9,C
5033895,-10,C
5033895,-11,C
5033895,-12,C
5033895,-13,C
5033895,-14,C
5033895,-15,C
5033895,-16,C
5033895,-17,C
5033895,-18,C
5033895,-19,C
5033895,-20,C
5033895,-21,C
5033895,-22,C
5033895,-23,C
5033895,-24,C
5033895,-25,C
5033895,-26,C
5033895,-27,C
5033895,-28,C
5033895,-29,C
5033895,-30,C
5033895,-31,C
5033895,-32,C
5033895,-33,0
5033895,-34,0
5033895,-35,0
5033895,-36,0
5033895,-37,0
5033895,-38,0
5033896,-30,C
5033896,-31,C
5033896,-32,C
5033896,-33,C
5033896,-34,C
5033896,-35,1
5033896,-36,1
5033896,-37,1
5033896,-38,0
5033896,-39,0
5033896,-40,0
5033896,-41,0
5033896,-42,0
5033896,-43,0
5033896,-44,0
5033896,-45,0
5033896,-46,0
5033896,-47,0
5033896,-48,0
5033897,0,C
5033897,-1,C
5033897,-2,C
5033897,-3,C
5033897,-4,C
5033897,-5,C
5033897,-6,C
5033897,-7,C
5033897,-8,C
5033897,-9,C
5033897,-10,C
5033897,-11,C
5033897,-12,0
5033897,-13,0
5033897,-14,0
5033897,-15,0
5033897,-16,0
5033897,-17,0
5033897,-18,0
5033897,-19,0
5033897,-20,0
5033897,-21,0
5033897,-22,0
5033897,-23,0
5033897,-24,0
5033897,-25,0
5033897,-26,0
5033897,-27,0
5033897,-28,0
5033897,-29,0
5033897,-30,0
5033897,-31,0
5033897,-32,0
5033897,-33,0
5033898,-14,C
5033898,-15,C
5033898,-16,C
5033898,-17,C
5033898,-18,C
5033898,-19,C
5033898,-20,C
5033898,-21,C
5033898,-22,C
5033898,-23,C
5033898,-24,C
5033898,-25,C
5033898,-26,C
5033898,-27,C
5033898,-28,C
5033898,-29,C
5033898,-30,C
5033898,-31,C
5033898,-32,C
5033898,-33,C
5033898,-34,C
5033898,-35,C
5033898,-36,0
5033898,-37,0
5033898,-38,0
5033898,-39,0
5033898,-40,0
5033898,-41,0
5033898,-42,0
5033898,-43,0
5033898,-44,0
5033898,-45,0
5033899,0,C
5033899,-1,C
5033899,-2,C
5033899,-3,C
5033899,-4,C
5033899,-5,C
5033899,-6,C
5033899,-7,C
5033899,-8,0
5033899,-9,0
5033899,-10,0
5033899,-11,0
5033899,-12,0
5033899,-13,0
5033899,-14,0
5033899,-15,0
5033899,-16,0
5033899,-17,0
5033899,-18,0
5033899,-19,0
5033899,-20,0
5033899,-21,0
5033899,-22,0
5033899,-23,0
5033899,-24,0
5033899,-25,0
5033899,-26,0
5033899,-27,0
5033899,-28,0
5033899,-29,0
5033899,-30,0
5033899,-31,X
5033899,-32,X
5033899,-33,X
5033899,-34,X
5033899,-35,X
5033899,-36,X
5033899,-37,X
5033899,-38,X
5033899,-39,X
5033899,-40,X
5033899,-41,X
5033899,-42,X
5033899,-43,X
5033900,0,0
5033900,-1,0
5033900,-2,0
5033900,-3,0
5033900,-4,0
5033900,-5,0
5033900,-6,0
5033900,-7,0
5033900,-8,0
5033900,-9,0
5033900,-10,0
5033900,-11,0
5033900,-12,0
5033900,-13,0
5033900,-14,0
5033900,-15,0
5033900,-16,0
5033900,-17,0
5033900,-18,0
5033900,-19,0
5033900,-20,0
5033900,-21,0
5033900,-22,0
5033900,-23,0
5033900,-24,0
5033900,-25,0
5033900,-26,1
5033900,-27,0
5033900,-28,0
5033900,-29,X
5033902,0,C
5033902,-1,C
5033902,-2,C
5033902,-3,C
5033902,-4,C
5033902,-5,C
5033902,-6,C
5033902,-7,C
5033902,-8,0
5033902,-9,0
5033902,-10,1
5033902,-11,1
5033902,-12,0
5033902,-13,0
5033903,0,0
5033903,-1,0
5033903,-2,0
5033903,-3,0
5033905,0,0
5033905,-1,0
5033905,-2,0
5033905,-3,X
5033905,-4,X
5033905,-5,X
5033905,-6,X
5033905,-7,X
5033905,-8,X
5033906,0,C
5033906,-1,C
5033906,-2,C
5033906,-3,C
5033906,-4,C
5033906,-5,C
5033906,-6,C
5033906,-7,C
5033906,-8,C
5033906,-9,C
5033906,-10,C
5033906,-11,C
5033906,-12,C
5033906,-13,C
5033906,-14,C
5033906,-15,C
5033906,-16,C
5033906,-17,C
5033906,-18,C
5033906,-19,C
5033906,-20,C
5033906,-21,C
5033906,-22,C
5033906,-23,C
5033906,-24,C
5033906,-25,C
5033906,-26,C
5033906,-27,0
5033906,-28,0
5033906,-29,0
5033906,-30,0
5033906,-31,0
5033906,-32,0
5033907,0,C
5033907,-1,C
5033907,-2,C
5033907,-3,0
5033907,-4,0
5033907,-5,0
5033907,-6,X
5033909,0,1
5033909,-1,1
5033909,-2,1
5033909,-3,1
5033909,-4,1
5033909,-5,0
5033909,-6,0
5033910,0,X
5033910,-1,X
5033910,-2,X
5033910,-3,X
5033910,-4,X
5033910,-5,X
5033910,-6,X
5033910,-7,X
5033910,-8,X
5033910,-9,X
5033912,0,C
5033912,-1,C
5033912,-2,C
5033912,-3,C
5033912,-4,C
5033912,-5,C
5033912,-6,C
5033912,-7,C
5033912,-8,0
5033912,-9,0
5033912,-10,0
5033912,-11,0
5033912,-12,0
5033912,-13,0
5033912,-14,0
5033912,-15,0
5033912,-16,0
5033912,-17,X
5033914,-10,C
5033914,-11,C
5033914,-12,C
5033914,-13,C
5033914,-14,C
5033914,-15,C
5033914,-16,C
5033914,-17,C
5033914,-18,C
5033914,-19,0
5033914,-20,0
5033914,-21,X
5033914,-22,X
5033914,-23,X
5033914,-24,X
5033914,-25,X
5033914,-26,X
5033914,-27,X
5033914,-28,X
5033914,-29,X
5033916,0,X
5033916,-1,X
5033916,-2,X
5033916,-3,X
5033916,-4,X
5033916,-5,X
5033916,-6,X
5033916,-7,X
5033916,-8,X
5033916,-9,X
5033916,-10,X
5033916,-11,X
5033916,-12,X
5033916,-13,X
5033916,-14,5
5033916,-15,X
5033916,-16,X
5033916,-17,X
5033916,-18,5
5033916,-19,X
5033916,-20,X
5033916,-21,X
5033916,-22,X
5033916,-23,X
5033916,-24,X
5033916,-25,X
5033916,-26,X
5033916,-27,X
5033916,-28,X
5033916,-29,5
5033916,-30,5
5033916,-31,5
5033916,-32,X
5033916,-33,X
5033916,-34,X
5033916,-35,X
5033916,-36,X
5033916,-37,X
5033916,-38,X
5033916,-39,X
5033916,-40,X
5033917,0,C
5033917,-1,C
5033917,-2,C
5033917,-3,C
5033917,-4,C
5033917,-5,C
5033917,-6,C
5033917,-7,C
5033917,-8,C
5033917,-9,0
5033917,-10,0
5033917,-11,0
5033917,-12,0
5033917,-13,0
5033919,0,C
5033919,-1,C
5033919,-2,C
5033919,-3,C
5033919,-4,C
5033919,-5,C
5033919,-6,C
5033919,-7,C
5033919,-8,C
5033919,-9,C
5033919,-10,C
5033919,-11,C
5033919,-12,C
5033919,-13,C
5033919,-14,C
5033919,-15,C
5033919,-16,C
5033919,-17,C
5033919,-18,C
5033919,-19,C
5033919,-20,C
5033919,-21,C
5033919,-22,C
5033919,-23,C
5033919,-24,C
5033919,-25,C
5033919,-26,C
5033919,-27,C
5033919,-28,C
5033919,-29,C
5033919,-30,C
5033919,-31,C
5033919,-32,0
5033919,-33,0
5033919,-34,0
5033919,-35,0
5033919,-36,0
5033919,-37,0
5033919,-38,0
5033919,-39,0
5033919,-40,0
5033919,-41,0
5033919,-42,0
5033919,-43,0
5033919,-44,0
5033919,-45,0
5033919,-46,0
5033919,-47,0
5033920,-11,X
5033920,-12,0
5033920,-13,0
5033920,-14,0
5033920,-15,0
5033920,-16,0
5033920,-17,0
5033920,-18,0
5033920,-19,0
5033920,-20,0
5033920,-21,0
5033920,-22,0
5033920,-23,0
5033920,-24,0
5033920,-25,0
5033920,-26,0
5033920,-27,0
5033920,-28,0
5033920,-29,0
5033920,-30,0
5033920,-31,0
5033920,-32,0
5033920,-33,0
5033921,0,C
5033921,-1,C
5033921,-2,C
5033921,-3,C
5033921,-4,C
5033921,-5,C
5033921,-6,C
5033921,-7,C
5033921,-8,0
5033921,-9,0
5033921,-10,0
5033921,-11,0
5033921,-12,0
5033921,-13,0
5033924,0,C
5033924,-1,C
5033924,-2,C
5033924,-3,C
5033924,-4,C
5033924,-5,C
5033924,-6,C
5033924,-7,C
5033924,-8,C
5033924,-9,C
5033924,-10,C
5033924,-11,C
5033924,-12,C
5033924,-13,C
5033924,-14,C
5033924,-15,C
5033924,-16,C
5033924,-17,C
5033924,-18,C
5033924,-19,C
5033924,-20,C
5033924,-21,0
5033924,-22,0
5033924,-23,1
5033924,-24,0
5033924,-25,0
5033924,-26,0
5033924,-27,0
5033924,-28,0
5033924,-29,0
5033924,-30,0
5033924,-31,0
5033924,-32,0
5033924,-33,0
5033924,-34,0
5033924,-35,0
5033924,-36,0
5033924,-37,0
5033924,-38,X
5033925,0,C
5033925,-1,C
5033925,-2,C
5033925,-3,C
5033925,-4,C
5033925,-5,C
5033925,-6,C
5033925,-7,C
5033925,-8,C
5033925,-9,C
5033925,-10,C
5033925,-11,C
5033925,-12,C
5033925,-13,C
5033925,-14,C
5033925,-15,C
5033925,-16,C
5033925,-17,C
5033925,-18,0
5033925,-19,0
5033925,-20,0
5033925,-21,0
5033925,-22,0
5033925,-23,0
5033925,-24,0
5033925,-25,0
5033925,-26,0
5033925,-27,0
5033925,-28,0
5033925,-29,0
5033925,-30,0
5033925,-31,0
5033926,0,C
5033926,-1,C
5033926,-2,C
5033926,-3,C
5033926,-4,C
5033926,-5,C
5033926,-6,0
5033926,-7,0
5033926,-8,0
5033926,-9,0
5033926,-10,0
5033926,-11,0
5033926,-12,0
5033926,-13,0
5033927,0,C
5033927,-1,C
5033927,-2,C
5033927,-3,C
5033927,-4,0
5033927,-5,0
5033927,-6,0
5033927,-7,0
5033927,-8,X
5033930,-10,0
5033930,-11,0
5033930,-12,0
5033930,-13,0
5033930,-14,0
5033930,-15,0
5033930,-16,0
5033930,-17,0
5033930,-18,0
5033930,-19,0
5033930,-20,1
5033930,-21,0
5033930,-22,0
5033930,-23,0
5033930,-24,0
5033930,-25,0
5033930,-26,0
5033930,-27,0
5033930,-28,0
5033930,-29,0
5033930,-30,0
5033930,-31,0
5033930,-32,0
5033930,-33,0
5033930,-34,0
5033931,-16,C
5033931,-17,C
5033931,-18,C
5033931,-19,C
5033931,-20,C
5033931,-21,C
5033931,-22,C
5033931,-23,C
5033931,-24,C
5033931,-25,C
5033931,-26,C
5033931,-27,C
5033931,-28,C
5033931,-29,C
5033931,-30,C
5033931,-31,C
5033931,-32,C
5033931,-33,C
5033931,-34,C
5033931,-35,C
5033931,-36,C
5033931,-37,C
5033931,-38,C
5033931,-39,C
5033931,-40,0
5033931,-41,0
5033931,-42,0
5033931,-43,0
5033931,-44,0
5033931,-45,0
5033931,-46,0
5033931,-47,0
5033931,-48,0
5033931,-49,0
5033931,-50,0
5033931,-51,0
5033932,-37,X
5033932,-38,0
5033933,0,C
5033933,-1,C
5033933,-2,C
5033933,-3,C
5033933,-4,C
5033933,-5,C
5033933,-6,C
5033933,-7,C
5033933,-8,0
5033933,-9,0
5033933,-10,0
5033933,-11,0
5033933,-12,0
5033933,-13,0
5033933,-14,0
5033933,-15,0
5033933,-16,0
5033933,-17,0
5033933,-18,0
5033933,-19,0
5033935,-4,C
5033935,-5,C
5033935,-6,C
5033935,-7,C
5033935,-8,C
5033935,-9,C
5033935,-10,C
5033935,-11,C
5033935,-12,C
5033935,-13,C
5033935,-14,C
5033935,-15,C
5033935,-16,C
5033935,-17,C
5033935,-18,C
5033935,-19,C
5033935,-20,C
5033935,-21,C
5033935,-22,C
5033935,-23,C
5033935,-24,C
5033935,-25,C
5033935,-26,C
5033935,-27,C
5033935,-28,C
5033935,-29,C
5033935,-30,C
5033935,-31,C
5033935,-32,C
5033935,-33,C
5033935,-34,C
5033935,-35,C
5033935,-36,C
5033935,-37,C
5033935,-38,C
5033935,-39,C
5033935,-40,C
5033935,-41,0
5033935,-42,0
5033935,-43,0
5033935,-44,0
5033935,-45,0
5033939,0,X
5033939,-1,X
5033939,-2,X
5033939,-3,X
5033939,-4,X
5033939,-5,X
5033939,-6,X
5033939,-7,X
5033940,-17,0
5033940,-18,1
5033940,-19,0
5033940,-20,0
5033940,-21,0
5033940,-22,0
5033940,-23,0
5033940,-24,0
5033940,-25,0
5033940,-26,0
5033940,-27,1
5033940,-28,0
5033940,-29,0
5033940,-30,0
5033940,-31,0
5033940,-32,0
5033940,-33,0
5033940,-34,0
5033940,-35,0
5033941,0,C
5033941,-1,C
5033941,-2,C
5033941,-3,C
5033941,-4,C
5033941,-5,C
5033941,-6,C
5033941,-7,C
5033941,-8,C
5033941,-9,C
5033941,-10,C
5033941,-11,C
5033941,-12,C
5033941,-13,C
5033941,-14,C
5033941,-15,C
5033941,-16,C
5033941,-17,C
5033941,-18,C
5033941,-19,C
5033941,-20,C
5033941,-21,C
5033941,-22,C
5033941,-23,C
5033941,-24,C
5033941,-25,C
5033941,-26,C
5033941,-27,C
5033941,-28,C
5033941,-29,C
5033941,-30,C
5033941,-31,C
5033941,-32,C
5033941,-33,C
5033941,-34,C
5033941,-35,C
5033941,-36,C
5033941,-37,C
5033941,-38,0
5033941,-39,0
5033941,-40,0
5033941,-41,0
5033941,-42,0
5033941,-43,0
5033941,-44,0
5033941,-45,0
5033941,-46,0
5033941,-47,0
5033941,-48,0
5033941,-49,0
5033941,-50,0
5033942,0,0
5033942,-1,0
5033942,-2,0
5033942,-3,0
5033942,-4,0
5033942,-5,0
5033942,-6,0
5033942,-7,X
5033942,-8,0
5033942,-9,0
5033942,-10,X
5033943,0,C
5033943,-1,C
5033943,-2,C
5033943,-3,C
5033943,-4,C
5033943,-5,C
5033943,-6,C
5033943,-7,C
5033943,-8,C
5033943,-9,C
5033943,-10,C
5033943,-11,0
5033943,-12,0
5033943,-13,0
5033944,0,C
5033944,-1,0
5033944,-2,0
5033944,-3,0
5033944,-4,0
5033944,-5,0
5033944,-6,X
5033945,0,C
5033945,-1,C
5033945,-2,C
5033945,-3,C
5033945,-4,C
5033945,-5,C
5033945,-6,C
5033945,-7,C
5033945,-8,C
5033945,-9,C
5033945,-10,C
5033945,-11,C
5033945,-12,C
5033945,-13,C
5033945,-14,C
5033945,-15,C
5033945,-16,C
5033945,-17,C
5033945,-18,C
5033945,-19,C
5033945,-20,C
5033945,-21,C
5033945,-22,C
5033945,-23,C
5033945,-24,C
5033945,-25,C
5033945,-26,C
5033945,-27,C
5033945,-28,0
5033945,-29,0
5033945,-30,0
5033945,-31,0
5033945,-32,0
5033945,-33,0
5033945,-34,0
5033945,-35,0
5033945,-36,0
5033945,-37,0
5033946,-2,0
5033946,-3,0
5033946,-4,X
5033946,-5,0
5033946,-6,X
5033946,-7,0
5033946,-8,0
5033946,-9,0
5033946,-10,X
5033946,-11,0
5033946,-12,X
5033946,-13,0
5033946,-14,0
5033946,-15,X
5033946,-16,X
5033946,-17,0
5033946,-18,0
5033946,-19,X
5033946,-20,0
5033946,-21,X
5033946,-22,0
5033946,-23,X
5033946,-24,1
5033946,-25,X
5033946,-26,0
5033946,-27,0
5033946,-28,0
5033946,-29,X
5033946,-30,0
5033946,-31,X
5033946,-32,0
5033946,-33,X
5033946,-34,0
5033946,-35,X
5033946,-36,0
5033946,-37,X
5033946,-38,0
5033946,-39,0
5033946,-40,X
5033946,-41,0
5033946,-42,0
5033946,-43,X
5033946,-44,0
5033946,-45,X
5033950,0,0
5033950,-1,0
5033950,-2,0
5033950,-3,0
5033950,-4,0
5033950,-5,0
5033950,-6,X
5033950,-7,0
5033950,-8,0
5033950,-9,0
5033950,-10,0
5033950,-11,0
5033950,-12,0
5033950,-13,0
5033950,-14,0
5033950,-15,0
5033950,-16,X
5033950,-17,1
5033950,-18,0
5033950,-19,0
5033950,-20,0
5033950,-21,0
5033950,-22,0
5033950,-23,X
5033951,0,C
5033951,-1,C
5033951,-2,C
5033951,-3,C
5033951,-4,C
5033951,-5,C
5033951,-6,C
5033951,-7,C
5033951,-8,C
5033951,-9,C
5033951,-10,C
5033951,-11,C
5033951,-12,C
5033951,-13,C
5033951,-14,0
5033951,-15,0
5033951,-16,0
5033951,-17,0
5033951,-18,0
5033951,-19,0
5033951,-20,X
5033951,-21,0
5033951,-22,0
5033951,-23,0
5033951,-24,0
